Sample Name	10H	11H	13H	14H	15H	16H	17H	18H	19H	20H	21H	22H	23H	24H	25H	26H	27H	28H	29H	30H	31H	32H	33H	34H	35H	36H	37H	38H	39H	40H	41H	42H	43H	44H	45H	46H	47H	48H	49H	50H	51H	52H	53H	54H	55H	56H	57H	58H	59H	60H	61H	62H	63H	64H	65H	66H	67H	68H	70H	71H	72H	73H	74H	75H	76H	77H	78H	80H	81H	82H	83H	84H	85H	86H	87H	88H
N2,N2-Dimethylguanosine (312.0 / 180.1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niacinamide (123.0 / 80.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nicotinate (122.0 / 78.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4-Hydroxyphenylpyruvate (179.0 / 89.0 (4))	86166	45857	126811	106636	112284	124833	103507	116708	82710	93103	65742	44765	130388	90681	106310	94992	87149	106104	83297	134380	93924	118773	70151	93702	116620	130965	125100	91692	121764	117822	92215	71755	71335	93400	115290	151560	115999	133450	152226	113954	47361	101540	47087	57120	112647	106889	99279	89768	83985	148306	52654	97819	30821	69602	111663	109865	86170	136039	113611	107314	108839	117375	83542	71515	109796	124029	145735	97987	128167	157285	107058	85470	78837	83672	79760	110069
OMP (367.0 / 323.1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithine (133.1 / 70.0)	171750	93760	156284	303021	420975	391754	194050	409313	484956	154856	153565	93036	122366	127608	359837	101915	273414	334112	104037	394225	93713	358870	135971	240380	110573	297348	263034	134014	180358	307919	205219	221120	376090	215711	475807	359703	829900	565455	581773	119894	37065	83596	55164	65316	152874	165222	129428	104263	178637	180503	86800	103660	134998	71472	130158	132118	191854	143741	76597	100265	106420	180368	71183	54580	137583	92292	189116	101227	202379	128063	128408	136425	65428	143662	117097	186209
Orotate (155.0 / 111.0)	561146	351063	496836	498326	415655	436628	325589	438804	378906	403297	466842	402881	555171	341754	439029	421011	452846	430840	450180	629615	565233	507412	406427	482453	588750	557016	475821	447681	531971	622908	457774	485046	473929	449833	472249	646440	599425	689988	773881	729026	296202	574706	414016	358692	619643	635208	516568	558018	636150	862338	507397	515853	220224	499869	518034	669851	524564	806541	828175	649091	539824	1012923	651106	580732	803266	735075	731331	615111	954041	713940	699820	546615	441246	487632	410726	650292
Oxalate (89.0 / 61.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oxaloacetate (131.0 / 113.0)	6898374	5645767	6143566	7827478	7884249	6777472	4796208	7010238	6197080	5531425	4159114	3986673	5825455	4572398	6993634	5724153	6154288	5760993	5493169	3562364	3051274	2947504	2400512	2177978	5328449	5585628	4767711	4026890	4673884	5247319	2968489	2680460	4800619	3289348	6067150	7491607	6767895	8024829	7341188	5682993	1794055	4481229	2426615	2438943	4448478	4761726	4196655	4509166	4750361	7338256	4073150	3864310	1943920	3082315	4606141	6315585	3660419	6150073	6003601	3846483	4161864	5679211	4924763	4387804	6896226	6177373	6175681	5621622	6486187	5428832	4785611	4967300	3251672	4305412	4490720	5979202
Oxidized glutathione (611.2 / 306.0)	907335	37835	29763	965522	1680823	2267898	1635151	2026785	1464401	2224184	51017	29392	11341	990700	952181	1430257	1448348	1844411	1065959	33294	82004	15467	13875	12477	1655575	3844626	1615268	1422576	1439883	30510	30464	19141	19126	90310	2250969	2431631	1270318	1740743	2436503	5504734	19471	21023	9094	43887	2767265	3204739	2511852	2455826	1627100	6683423	47927	39236	112600	114801	2986327	2764476	2252879	4227309	1319922	61087	99387	59228	2658083	2380505	5156833	4456200	55850	2265393	113195	74689	76550	3416797	1714840	2041028	2092509	5373996
Oxypurinol (151.0 / 42.0)	965560	2268660	1103748	149078	57287	75266	NA	NA	NA	79903	1839104	2140623	1450443	NA	48452	NA	26918	108386	1289143	1825713	1178127	1160970	1103047	1621334	NA	NA	NA	122943	NA	1783810	1186944	1891693	1457449	1370570	74115	NA	NA	112376	815281	223631	915213	2470507	1141096	1285031	227233	208183	230844	467757	1149379	274487	2250275	1512006	1579292	1338857	168561	240912	418594	308534	1085769	1920424	1235330	2327052	156580	168066	143469	165184	1628289	408998	1925811	2391445	2218431	156812	151445	181796	202356	139865
Pantothenate (218.1 / 88.0)	9581643	2455059	4266300	13912604	13202253	14080320	10679586	11997224	9996268	10521784	3714925	3420305	5318672	9519302	11852089	12650375	13333472	10705944	9049307	9873450	6812217	8868271	6246957	7222757	14120570	12627197	11775084	10414871	10733433	9175649	7205727	8230483	5657906	7558986	13835721	18478225	13469314	17035384	15986436	12341610	1824875	4722848	2222162	2286482	11254347	12753234	10550111	8599604	8000354	14586568	2920767	3593974	1480982	2300170	10755053	10510538	8358495	12721973	10154185	7423086	5754247	10658537	9474059	9525426	12220031	11954146	8689314	10458901	10265300	10140588	9692068	9879402	7205151	9604198	9185842	12975617
PGE2 (351.2 / 315.3)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phenylalanine (166.1 / 120.0)	2654374	2208170	3175620	2394299	1888753	2244385	1677438	1721488	1550248	1735306	2715829	2165571	3808606	1454615	2518816	2115496	3808006	2587544	2244934	3479675	2580198	2821381	2464289	3109509	2879406	2555781	2217472	2116280	2275249	3236582	2184526	2902755	2203241	2316583	2042378	3025878	2429508	2948001	3504859	2489511	1442591	3250525	2081290	2461277	2213540	2302689	2064395	2267924	3232985	3973180	3675457	3178757	1615507	2725622	2430225	2454011	2556114	3298058	3620855	3114865	2866970	4724652	2523490	2164475	3523049	3127127	3827992	2391587	3792045	4058858	3534105	1911285	1508545	1985646	2008416	2833618
Phosphoenolpyruvate (166.9 / 79.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phosphotyrosine (262.0 / 81.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pipecolate (130.0 / 84.0)	3837966	4003949	3056506	5212590	5351839	5267822	4003935	4093817	4892427	3003730	1370980	1599275	2057172	1987823	4948677	2380331	4101236	3191779	2437930	1567813	1084659	1628599	1158186	1241730	1686350	1846989	1938499	1540471	1408047	3061025	1949932	2475979	3040645	2121422	2513093	2072820	3468992	3760167	3292531	1308146	575261	1368555	821529	775207	1277674	1511376	1172377	1274050	1664608	1836462	1299327	1253522	553988	819843	1348986	1314655	1193293	1506550	1366148	1366277	1027243	1985847	1170404	894401	1846104	1491697	2044333	1437158	2295871	1773960	1890064	1343087	841916	1296101	1286585	1768419
PPA (163.0 / 91.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Proline (116.1 / 70.0)	63126503	2323852	53000341	70217665	70541495	75580493	64503625	74450765	64393017	70746013	26044357	6701464	58565368	67853890	74371923	79636659	79940073	81786055	59889306	66777173	63483335	62029997	60936764	59379155	74621436	70101503	66650047	67224758	73001854	63823390	54538898	54982324	38430771	56332932	69670609	75329293	69042747	76109126	79826582	76166864	19286060	23013107	15130075	23812515	73787156	72212237	66127156	59169808	48824396	82387429	4963992	18298225	1119512	4196097	66431208	66373559	55915561	72913330	75614889	57552580	59541654	72312762	69861579	61436259	72647329	64249822	72132330	75851999	71915373	69698116	66747677	56548630	53856193	65404378	59075703	68705145
Propionate (73.0 / 55.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRPP (389.0 / 176.9)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Putrescine (89.0 / 72.0)	NA	NA	74314	NA	NA	NA	NA	NA	NA	NA	106126	89287	182487	NA	NA	NA	NA	NA	57864	273619	103427	222535	125691	129696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78532	79039	80453	NA	NA	NA	NA	77440	NA	129579	123970	78787	121519	NA	NA	NA	62528	112675	81447	88026	96370	NA	NA	53216	NA	233495	NA	67507	89147	74189	NA	NA	NA	NA	NA
PLP (246.0 / 96.9)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15760	NA	NA	NA	NA
Pyroglutamate (130.0 / 83.4)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pyruvate (87.0 / 43.0)	2621008	435301	3538713	4746582	2680298	2631585	1568104	1674485	1378338	1313092	2492643	1080220	4068186	1522177	2420058	3857248	4387620	1676988	1187038	4282326	3567444	3458943	2609676	3704218	3626283	1843545	2171264	1424060	1782783	5248274	3146662	2412411	1862439	3061714	2874823	1152385	2232888	3452159	2643072	1724834	1759355	1930749	1389152	2292337	1911628	1519130	1123367	932002	1159639	1969377	1413438	2494423	682543	1754721	1141403	2257355	1007615	1740499	3350274	2234462	2525987	2948583	1884585	2170493	1451529	1352256	4264597	2806351	3483180	2539409	1885905	950934	1858433	2174215	1670479	1050711
Quinolinate (166.0 / 78.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reduced glutathione (306.1 / 143.0)	1986642	17655	45070	1268130	337873	1132776	458539	3923643	2601530	2795283	48035	9456	52104	2028074	1486245	1416383	1678529	2748912	2100727	182029	292254	159152	118650	161029	2973059	743534	2878561	5595083	6279295	340077	109627	61632	27813	288234	3519027	9691313	2786476	6879717	3933093	2435835	46841	61522	27917	80569	1500627	877729	810809	2359998	2217703	2966772	25081	54146	25175	40815	681593	1082475	720846	2708898	3114192	98218	94517	39356	1072900	567045	536980	1123736	526417	3077019	114207	84868	101471	515908	495598	1423065	585785	3961922
Ribose-5-phosphate (229.0 / 79.0)	3238203	1045872	6939259	1796924	1564809	1838977	1307890	1954593	1334401	1486443	5042802	2458026	8938067	1381473	1710336	2234915	2148356	1899584	1853133	1961701	2080637	1910197	1305060	1315566	2158243	1680069	1676722	1420826	1615273	1918663	1050162	710750	543348	1074283	1477958	1295078	1358625	2120383	1696573	2798593	3339748	6384702	3740310	3463885	2369640	1852699	1295862	2815284	5075218	3220871	4879212	8117949	1327560	5643587	1316023	2511915	1264326	3975655	3296601	2181205	2720629	3309081	1727453	1591579	1411851	1411260	3903984	2301111	3717270	3740109	3115722	1064973	1519565	1592145	1566417	1792383
Salicylurate (196.1 / 152.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sarcosine (89.9 / 44.0)	699718	419805	636062	532723	607176	537048	381176	591356	362621	529192	619822	395449	670637	508917	638316	424883	592627	673676	494606	595707	452196	483261	412585	446368	399105	410592	385436	279201	316615	879742	579508	668650	446768	573761	614135	630501	576656	651111	890646	450463	427050	1010713	517096	763241	556688	500687	384559	517573	816194	722885	803731	827630	324312	475634	437393	425396	307849	610414	871584	649705	681187	1547160	482087	428447	640995	514310	1329105	742996	1472846	1602791	1387645	475389	392475	521020	445877	914482
Serine (106.0 / 60.0)	4946188	3466201	4759999	6072096	5617368	5852464	5607452	5692734	5312998	4476678	4042224	3302680	5755838	4182962	5281665	4624209	5998080	5373128	4628196	6205246	4389750	5194257	4019013	4396708	5291053	5353961	5707894	4699332	4847276	4593436	3871029	4198165	3178202	3416276	5414065	7035922	5901332	7317077	6829163	4950832	1634520	3710220	2203802	2218221	4474560	4517813	3918493	3813739	4118642	5473903	3196001	3515691	1459613	3144208	3957853	4403062	2967330	4985465	5000119	4387346	3903612	6567958	4088506	3887213	5539023	5159929	5690879	4772942	7057130	5920698	5750744	3931035	2858135	3821633	3323539	4830089
Shikimate (173.0 / 93.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sorbitol (183.0 / 91.0)	55869	25528	37684	31879	40346	46170	43020	82038	57711	49328	33090	27997	33054	64364	57361	38619	35489	62753	54471	49785	53578	51968	48618	65127	35358	44608	47498	53152	67131	41303	51845	57995	45096	46764	47351	61318	58097	48819	69033	87914	22572	17613	41283	37728	97840	95362	88433	84590	64268	120444	46110	30870	30211	34048	100511	96213	82636	104896	92159	81164	73945	83833	94785	89379	115443	96263	67767	89217	76505	65065	64974	75863	78803	90219	72474	91371
Spermidine (146.1 / 72.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spermine (203.1 / 129.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Succinate (117.0 / 73.0)	48526582	5760416	55905444	50849340	48125757	46642253	36799591	45471596	40954021	36310442	32358279	11633368	56925762	36126150	49643958	47258136	47418942	43481469	27918083	17103800	31250787	28114705	11795553	10310197	53223594	47817363	44385630	44574739	49374151	30058685	22940043	10885742	11625099	22019271	51820545	50563431	54565025	64016845	51799399	43269354	22501497	32867568	26966582	26713875	40550496	39748637	33422261	33266055	29382362	44936539	14977430	31457963	2632017	24666197	32300794	39224798	27740548	42407253	50315591	26883637	40249244	38662310	46179283	42252058	45698837	42910566	47515408	50599562	49399549	45828847	34721092	36091988	35920581	42673086	40337444	39410937
Sucrose (341.0 / 59.0 (2))	8136767	6976950	10770350	10474577	5461083	7159436	4159035	10169930	8121145	1773625	5042248	4569973	4217728	2690382	5296594	2984479	3539405	1688648	1044536	1355536	2920002	12968593	35167030	4869612	3034846	2686619	5085783	2098037	1416927	3376195	5150496	10557261	36335440	4081515	4038054	5189925	4542864	6713531	7244750	5980857	34865401	57188591	4987745	4821615	6108902	6237978	5357975	2966792	3232245	3688940	5878301	4842406	5838527	3229813	6386072	6960707	4490997	139374945	8133291	9084804	12292747	14486162	6690202	6352608	8219006	6953389	65411770	13909688	14633113	18357968	15791918	7724470	6902414	8151670	8288190	14097673
Taurine (126.0 / 108.0)	14902864	8562088	11336253	17461285	15175364	17726548	13237444	18154690	15776208	13640918	10715277	9033126	13167866	11389445	15784515	14243706	15786229	14588063	13549579	15471588	12615550	12835851	11008735	13520324	17434107	16333982	15517638	13212215	14505716	16300804	12142255	15090989	11835643	12049351	16780448	21471656	16298875	19995629	20201072	19064108	5306690	11441647	7219338	7559137	17658055	18531545	15857901	14610862	15820048	20938539	8865789	10228757	4666116	7089517	15166898	17037750	13452052	18089741	18888429	16090771	12009097	21236080	16466603	14677836	18743734	18789566	17262880	18826491	19719233	20161942	18949225	15421684	12562029	15883862	15080934	20389031
Taurocholate (514.5 / 124.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Threonine (120.1 / 74.0 (2))	4255181	3862943	4934186	3248560	3633197	2591411	1759396	2821006	3190677	2247749	2617679	2171150	3247792	1053611	2451106	1679363	2151092	2369639	2397142	3517836	2001295	3018116	2281298	3358061	2406915	1985119	2424362	1823802	1598199	6679466	4710520	5725625	5299415	4025721	3190115	3309389	4045182	4572462	6008161	2225301	1619022	3823601	2258806	2455999	2784035	2599624	2427768	2587261	3536949	3770718	2833896	2717834	1232787	2283050	2234933	1891667	1998110	2805106	3669476	3287560	2141119	5930007	2424701	1727446	3264441	3080398	4051026	3487207	5280063	5692445	5080146	2784490	1774040	2700711	2344930	3240522
Trimethylamine (TMA) (60.0 / 44.0)	393754	341806	323870	278802	225563	238533	201169	201637	237099	175815	481487	423177	576604	101282	232905	157912	176379	214222	320044	253612	265678	221688	212903	254899	278831	314212	257777	179694	302171	293284	178264	238687	184794	230939	302561	462240	229681	284342	446746	177481	237112	813253	276238	365573	244436	226918	174504	256880	410672	332947	517374	492377	277094	330331	384190	186629	177897	402961	502726	327208	327632	412462	258144	214869	354617	388426	477629	261959	553715	465069	506020	240179	120892	182807	123019	248772
Trimethylamine-N-oxide (TMAO) (76.1 / 58.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tryptamine (161.1 / 144.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tryptophan (205.1 / 146.0)	485558	485588	403207	472437	412290	531002	552127	441385	397559	340138	507342	393259	502553	328306	473954	404215	546058	456895	469772	619291	389502	526090	356463	491824	515666	482703	466601	408202	413196	571301	389831	507124	391415	454584	509443	671815	555744	632669	746642	733820	324749	776546	493173	451872	714730	650463	551835	657088	765831	884774	738925	636853	376783	606237	651544	704972	528148	879517	956165	753353	670137	1092996	613220	625171	970896	805938	816001	648642	1080165	976886	958187	531826	464963	642218	481601	805505
Tyramine (138.1 / 77.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tyrosine (182.1 / 136.0)	520006	44865	186896	95733	312091	491202	341756	1031636	798169	776791	84214	29668	135072	751819	799989	215971	261229	937137	748693	596214	645340	547476	525068	661688	221121	596037	308010	706025	924593	527296	402228	621648	429486	432653	478202	922363	747591	716000	940955	1656211	60943	58067	97002	119090	1695840	1697282	1443358	1127663	887380	2308143	63085	76891	76687	73665	1815559	1816402	1511362	1836020	1742819	1051929	789722	1399142	1774451	1331392	2149596	1830737	979586	1807016	1246418	943538	1194927	1327418	1121111	1396988	1178550	1790463
UDP (403.0 / 79.0)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uracil (111.0 / 42.0)	158149	166168	177251	168258	108863	101353	87755	93819	98095	73135	200781	177261	233134	97074	119704	112161	134890	134336	145875	250250	196157	231235	181250	242019	120746	80848	110577	109365	93210	254276	188728	207347	158746	176464	110603	84361	115168	145284	190734	90902	115111	249562	150010	162073	99853	90341	58795	123384	195576	130135	327187	248856	173141	205655	70271	90478	116567	138308	163522	187228	158094	293706	91879	91449	96774	68799	245754	128810	257698	255390	212156	79447	93318	96617	81917	63927
Urate (167.0 / 124.0)	3867002	7383971	1458843	1006561	1468409	958819	668773	571665	923329	1270988	5879228	7283304	2529005	781912	1464133	1538172	1089673	1110069	5218717	3424333	2707979	2507573	2246070	3247637	1590162	1199818	1466444	1302469	1279505	3001042	1956841	3066063	2223585	2031753	888480	1101167	893397	1987212	2004274	25575344	23318597	33044387	19411619	29768187	30290082	26722455	30998967	28703382	31226791	25077195	36323270	36078163	23542278	42233020	21930324	31209350	38498310	25845340	26894151	27681232	22085042	24306975	23228045	24482420	18383606	24869539	25504214	17972104	31569881	32762186	30483796	19056113	23849765	27170913	25673072	15981688
Uridine (245.0 / 113.1)	71437	32060	41128	29370	29369	23946	27908	34545	29781	20824	42708	44156	35739	22290	37497	52281	23379	40819	39365	6611	7076	12486	8524	7029	30190	32285	35630	39199	36033	6680	11754	5157	5643	3991	40198	39570	24660	59073	30760	29994	43948	83018	76437	71261	46655	27760	24977	22285	89496	43743	52514	71454	43529	48114	18504	25415	20460	52324	39144	8945	31460	14275	26867	12914	29577	26711	14163	20412	18537	5415	10830	18953	17955	21459	13113	15426
Valine (118.1 / 72.0)	272056	287373	377051	164794	154009	196751	111473	237519	211536	128730	363673	251334	471577	100857	164782	130258	200020	189247	214856	520168	366178	371360	319690	460938	254834	187170	206958	180416	197444	497565	348903	510163	308941	319349	200326	232755	180775	284686	393455	303240	269150	606819	466130	406376	280185	288521	271382	309199	456873	435686	578162	581305	247442	482525	276289	313359	304382	441690	636929	849821	571354	1173154	462677	437647	466454	460838	781878	399849	936647	922116	857009	290419	268082	308488	307982	346765
